path,depth_level,depth_value,module_px,qr_px,sample_idx,qr_id,payload_groundtruth,effects,red_gain,green_gain,blue_gain,black_point,white_point,haze_alpha,amp_x,amp_y,freq_x,freq_y,phase_x,phase_y,ksize,sigma,decode_raw_ok,decode_enhance_ok,decode_stage,decoded_data
shallow/qr_A_m4_shallow_010.png,shallow,0.25,4,116,10,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7116,1.0396,1.1249,30.4421,242.152,0.121,1.0602,0.7936,1.4087,1.7498,1.3846,3.4214,3,1.1033,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_011.png,shallow,0.25,4,116,11,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7369,1.0658,1.08,26.8798,211.2928,0.1151,0.9643,0.8086,1.5764,1.8324,2.7535,1.488,3,1.0288,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_012.png,shallow,0.25,4,116,12,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7031,1.0655,1.0692,31.3099,215.1734,0.1216,1.0229,0.8182,1.4393,1.8023,3.3566,6.1587,3,1.0432,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_013.png,shallow,0.25,4,116,13,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.696,0.9548,1.075,30.19,232.2449,0.1283,0.9991,0.7643,1.4535,1.7034,0.6873,1.2263,3,1.1069,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_014.png,shallow,0.25,4,116,14,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6679,1.0779,0.969,30.0598,241.8738,0.1282,1.0716,0.7885,1.4468,1.7787,2.1936,6.1626,3,1.0785,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_015.png,shallow,0.25,4,116,15,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7357,0.9888,0.9976,26.7091,242.4678,0.1182,0.9463,0.7358,1.4569,1.7475,0.9288,4.2048,3,1.0842,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_016.png,shallow,0.25,4,116,16,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7123,0.9431,1.1047,30.4478,220.5178,0.1174,0.991,0.771,1.4376,1.8915,0.7296,1.4884,3,1.0068,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_017.png,shallow,0.25,4,116,17,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6399,0.9885,1.0185,28.0348,230.3794,0.1135,0.9989,0.8052,1.5114,1.7369,1.6203,5.8548,3,1.0817,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_018.png,shallow,0.25,4,116,18,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7002,0.9983,1.0625,28.3788,239.5515,0.1185,1.0256,0.7307,1.5029,1.6896,4.7997,4.1816,3,1.0414,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_019.png,shallow,0.25,4,116,19,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6711,1.0829,1.0744,29.5917,234.0272,0.1226,1.0695,0.7802,1.5529,1.6947,2.339,3.9936,3,0.989,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_020.png,shallow,0.25,4,116,20,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6506,0.9905,1.056,28.1007,226.1491,0.1133,1.0731,0.8025,1.6145,1.9067,4.5412,0.558,3,1.0629,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_021.png,shallow,0.25,4,116,21,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6936,0.9866,0.9736,30.5744,223.3554,0.1136,0.9775,0.7455,1.5209,1.7378,3.5481,5.1514,3,0.9631,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_022.png,shallow,0.25,4,116,22,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6637,0.9874,0.9822,26.7264,219.03,0.1268,0.9449,0.8025,1.5643,1.639,0.4355,5.0117,3,1.0295,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_023.png,shallow,0.25,4,116,23,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6759,0.9487,0.9645,30.4104,236.3843,0.1135,1.0304,0.8255,1.4243,1.8799,0.3643,2.3542,3,1.1005,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_024.png,shallow,0.25,4,116,24,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6802,0.9559,1.0462,28.1526,239.3699,0.1105,1.0538,0.8357,1.5442,1.8446,5.5737,1.1874,3,1.0027,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_025.png,shallow,0.25,4,116,25,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7312,1.0882,0.9841,30.0738,233.9104,0.1295,0.9917,0.7909,1.5281,1.7242,3.1036,1.103,3,1.107,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_026.png,shallow,0.25,4,116,26,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7088,1.0521,0.9641,28.4841,212.1064,0.1263,1.0563,0.7714,1.5127,1.8069,3.3358,6.1362,3,0.9851,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_027.png,shallow,0.25,4,116,27,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6455,1.0154,1.0818,29.8414,221.4091,0.1165,0.9855,0.7254,1.5355,1.8658,4.229,4.7521,3,0.9452,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_028.png,shallow,0.25,4,116,28,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6621,0.9369,0.9654,29.0397,216.0195,0.1209,1.017,0.8325,1.4362,1.6577,0.4077,4.7307,3,0.9506,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_029.png,shallow,0.25,4,116,29,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6808,0.934,1.0117,29.4048,238.0931,0.1121,0.97,0.782,1.4869,1.7124,3.3039,0.5225,3,1.0867,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_030.png,shallow,0.25,4,116,30,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6826,0.966,0.9751,27.7233,229.2285,0.1242,1.0789,0.8146,1.3978,1.6406,2.7477,3.2441,3,1.0188,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_031.png,shallow,0.25,4,116,31,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7081,0.9855,0.9948,27.402,211.6924,0.1147,1.015,0.83,1.5521,1.7134,0.2608,5.2153,3,1.0241,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_032.png,shallow,0.25,4,116,32,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7421,0.9507,1.0518,28.729,218.9193,0.1216,1.015,0.8204,1.5861,1.6401,0.0747,0.315,3,0.978,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_033.png,shallow,0.25,4,116,33,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6429,0.9481,1.0787,27.4059,214.6419,0.1135,1.0386,0.7612,1.6194,1.7721,4.2792,0.4072,3,1.0638,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_034.png,shallow,0.25,4,116,34,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6422,0.936,1.0315,28.7151,222.442,0.1269,1.083,0.7612,1.4014,1.9026,1.21,3.7898,3,1.0308,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_035.png,shallow,0.25,4,116,35,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6647,1.0908,1.0283,30.5814,238.5284,0.1242,1.0534,0.7863,1.3912,1.8376,2.324,4.3666,3,1.0666,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_036.png,shallow,0.25,4,116,36,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7352,0.9971,0.9835,30.3692,211.4488,0.1275,1.0011,0.7694,1.4305,1.8214,5.6985,2.0075,3,1.0787,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_037.png,shallow,0.25,4,116,37,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7225,1.0025,1.1145,27.8943,235.1613,0.1209,0.9887,0.7655,1.4192,1.871,6.2514,1.0146,3,1.0523,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_038.png,shallow,0.25,4,116,38,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6931,0.9412,1.1138,27.2,237.7052,0.113,0.9679,0.7817,1.595,1.8203,5.9946,5.595,3,1.0553,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_039.png,shallow,0.25,4,116,39,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7001,0.9846,1.0761,27.1576,239.2525,0.1288,1.0616,0.8244,1.4142,1.6478,6.1752,2.538,3,1.0155,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_040.png,shallow,0.25,4,116,40,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6594,0.9605,1.0123,27.2545,237.3818,0.1233,1.0926,0.7279,1.4416,1.8971,2.7984,5.6246,3,0.9601,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_041.png,shallow,0.25,4,116,41,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.725,1.0325,1.0419,29.0194,212.829,0.1262,0.996,0.8166,1.411,1.8511,1.9317,3.2003,3,1.0417,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_042.png,shallow,0.25,4,116,42,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6884,1.0286,0.9813,26.7015,217.858,0.1119,1.0782,0.7536,1.6046,1.7089,4.5002,0.1517,3,1.0636,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_043.png,shallow,0.25,4,116,43,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6535,0.9661,1.0975,29.5897,234.1802,0.1159,0.9631,0.8334,1.4566,1.715,3.816,1.309,3,1.0649,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_044.png,shallow,0.25,4,116,44,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6723,0.9949,1.1066,29.7977,211.1311,0.1187,0.9986,0.7656,1.3805,1.9033,5.7113,1.8868,3,1.022,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_045.png,shallow,0.25,4,116,45,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6804,0.9355,1.0747,29.0067,222.8324,0.1159,1.0695,0.7407,1.4756,1.7006,3.7211,1.7784,3,1.0123,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_046.png,shallow,0.25,4,116,46,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6636,0.9528,0.9804,27.1058,210.6276,0.1183,0.9469,0.7457,1.4663,1.7057,2.4999,2.7776,3,0.9978,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_047.png,shallow,0.25,4,116,47,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7405,1.0296,1.1211,26.6805,243.9,0.1274,1.0203,0.7755,1.4685,1.7842,2.4567,4.7538,3,1.0916,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_048.png,shallow,0.25,4,116,48,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7094,1.0211,1.0749,30.6324,209.7773,0.1263,1.0238,0.8031,1.5741,1.8358,2.1645,3.6864,3,0.9991,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_049.png,shallow,0.25,4,116,49,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7087,0.9555,1.0845,27.9951,216.9147,0.1139,1.0865,0.7968,1.5485,1.8726,5.4659,4.8943,3,1.0169,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_050.png,shallow,0.25,4,116,50,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6658,1.0352,1.0391,26.8122,236.4393,0.1195,1.0692,0.8019,1.4436,1.7081,1.5233,0.7053,3,1.0879,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_051.png,shallow,0.25,4,116,51,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7179,0.9717,1.003,30.8815,224.3388,0.1115,1.0263,0.7664,1.6146,1.8314,5.1385,4.9407,3,0.9479,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_052.png,shallow,0.25,4,116,52,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6337,1.0539,1.0935,29.3646,216.5573,0.1139,1.0902,0.7538,1.4968,1.788,2.6315,0.1059,3,1.0131,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_053.png,shallow,0.25,4,116,53,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7264,1.088,1.0133,28.4284,243.6159,0.1219,0.9551,0.7607,1.4471,1.8725,4.4667,4.7129,3,1.0736,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_054.png,shallow,0.25,4,116,54,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7256,1.0553,1.0116,28.5416,239.7017,0.1116,0.9983,0.7555,1.4539,1.767,3.3828,4.864,3,1.0511,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_055.png,shallow,0.25,4,116,55,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7362,1.065,1.0213,30.4956,220.0957,0.1265,0.9516,0.7975,1.3857,1.6797,3.2365,0.9312,3,1.0015,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_056.png,shallow,0.25,4,116,56,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7375,0.934,1.0902,31.1415,237.2637,0.1151,0.993,0.7345,1.4545,1.8368,4.869,5.4442,3,0.9734,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_057.png,shallow,0.25,4,116,57,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6856,1.0234,1.0369,29.7159,218.8232,0.1165,1.0508,0.7472,1.3844,1.7723,3.3876,3.9615,3,1.0745,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_058.png,shallow,0.25,4,116,58,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.72,0.9754,1.0378,30.6259,218.6579,0.114,1.0896,0.8256,1.3889,1.835,4.0996,4.2613,3,1.018,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_059.png,shallow,0.25,4,116,59,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6551,0.9962,0.9927,26.9712,224.8664,0.1232,0.9813,0.732,1.5237,1.7781,1.3921,1.7667,3,1.0868,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_060.png,shallow,0.25,4,116,60,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6944,1.0815,1.1116,29.2771,226.8372,0.1207,0.989,0.7511,1.417,1.7528,2.0626,1.1148,3,0.9772,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_061.png,shallow,0.25,4,116,61,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6892,0.9654,1.1193,28.9437,227.0814,0.1176,1.0857,0.8092,1.6084,1.6667,3.693,4.8681,3,1.0374,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_062.png,shallow,0.25,4,116,62,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6885,1.074,0.9947,27.8545,217.1122,0.1252,1.0829,0.834,1.4662,1.7448,0.9528,4.2501,3,0.9524,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_063.png,shallow,0.25,4,116,63,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6752,1.0871,1.0927,29.9411,219.1961,0.1109,1.0017,0.7523,1.5783,1.827,4.7728,0.0309,3,1.0418,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_064.png,shallow,0.25,4,116,64,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7233,0.9856,1.0941,30.8845,210.7633,0.1184,0.9529,0.7543,1.5674,1.6676,1.2429,0.8778,3,1.065,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_065.png,shallow,0.25,4,116,65,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6496,1.0419,1.042,27.1995,232.9964,0.1116,1.0677,0.7351,1.38,1.7894,4.2262,2.8543,3,1.0609,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_066.png,shallow,0.25,4,116,66,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7355,1.0367,0.9971,30.3237,209.198,0.1155,0.9936,0.8207,1.4421,1.6654,1.2734,4.6919,3,1.0021,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_067.png,shallow,0.25,4,116,67,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.66,0.9355,0.9994,31.3115,216.5226,0.1277,0.9955,0.7775,1.474,1.6586,5.9531,0.8258,3,1.1021,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_068.png,shallow,0.25,4,116,68,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6369,1.0248,0.9684,27.4651,213.4197,0.1121,0.9975,0.7716,1.5754,1.7941,5.182,2.7174,3,1.0843,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_069.png,shallow,0.25,4,116,69,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7003,1.0683,1.0922,27.5989,215.4463,0.1264,1.0439,0.717,1.5759,1.9151,1.9981,1.7494,3,1.0767,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_070.png,shallow,0.25,4,116,70,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6756,1.0398,1.0152,31.0815,240.883,0.1208,1.033,0.8065,1.4424,1.8674,3.0933,3.6079,3,0.9707,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_071.png,shallow,0.25,4,116,71,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6684,0.9479,0.9905,31.2726,218.4916,0.118,1.0558,0.7799,1.3922,1.785,3.3303,4.0926,3,1.0433,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_072.png,shallow,0.25,4,116,72,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7273,1.0429,1.0444,27.6057,243.8923,0.1262,1.0804,0.7525,1.5858,1.794,4.4415,2.6932,3,1.0542,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_073.png,shallow,0.25,4,116,73,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6899,0.9791,1.0827,31.1986,219.5708,0.1159,1.0064,0.7268,1.5993,1.7639,5.3018,1.9797,3,1.0723,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_074.png,shallow,0.25,4,116,74,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7357,0.9533,1.076,29.0776,221.8699,0.1207,0.9715,0.735,1.4744,1.8326,4.0382,3.3245,3,1.0107,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_075.png,shallow,0.25,4,116,75,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6634,1.0102,0.9819,26.7044,238.4728,0.1168,1.0769,0.7201,1.6078,1.7154,5.0801,3.2864,3,1.04,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_076.png,shallow,0.25,4,116,76,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.7423,1.0399,1.039,27.7008,217.7378,0.1225,1.0508,0.7714,1.559,1.6884,3.533,5.5836,3,1.0586,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_077.png,shallow,0.25,4,116,77,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6988,1.0238,0.9875,28.3085,238.8994,0.1237,0.9562,0.8144,1.6179,1.7306,2.8926,1.2501,3,1.0346,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_078.png,shallow,0.25,4,116,78,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.654,1.0449,0.9725,31.2678,219.4469,0.1217,1.0238,0.8207,1.5122,1.7128,4.1114,6.2784,3,1.0533,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_079.png,shallow,0.25,4,116,79,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6747,1.012,1.0495,28.7843,222.3851,0.1197,1.0958,0.7916,1.4382,1.9086,0.4088,1.7875,3,0.9806,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_080.png,shallow,0.25,4,116,80,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6912,0.9752,0.9631,29.0317,219.1737,0.1293,1.0455,0.7941,1.4181,1.7236,2.8736,2.5805,3,0.9989,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_081.png,shallow,0.25,4,116,81,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6454,0.9996,1.0798,27.2699,243.043,0.1231,0.9653,0.7912,1.5699,1.6668,2.9376,4.7368,3,0.9777,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_082.png,shallow,0.25,4,116,82,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.737,0.9429,1.1146,27.0574,234.0075,0.112,0.9865,0.7611,1.4233,1.6377,3.5792,3.6747,3,1.0837,True,True,raw,HYDROSHIP-M5-A
shallow/qr_A_m4_shallow_083.png,shallow,0.25,4,116,83,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.6353,0.9487,1.0153,30.0149,209.2896,0.1176,1.0792,0.8002,1.3875,1.8422,3.1398,3.9491,3,0.9512,True,True,raw,HYDROSHIP-M5-A
medium/qr_A_m4_medium_000.png,medium,0.55,4,116,0,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.5023,1.0309,1.183,52.0771,198.4845,0.2113,1.9251,1.4204,2.0722,2.423,3.5522,5.1937,5,1.5708,True,True,raw,HYDROSHIP-M5-A
medium/qr_A_m4_medium_001.png,medium,0.55,4,116,1,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.5056,1.0667,1.1159,57.004,196.055,0.2207,1.9569,1.5651,2.2654,2.5938,5.0913,2.7487,5,1.6354,True,True,raw,HYDROSHIP-M5-A
medium/qr_A_m4_medium_002.png,medium,0.55,4,116,2,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.4547,0.9628,1.0889,55.9844,201.6309,0.2253,1.8006,1.3703,2.1081,2.5604,6.1659,1.4969,5,1.6072,True,True,raw,HYDROSHIP-M5-A
medium/qr_A_m4_medium_003.png,medium,0.55,4,116,3,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.511,1.0059,1.0942,53.7644,201.1057,0.2037,1.9437,1.4702,2.0698,2.2896,6.0789,3.0993,5,1.7514,True,True,raw,HYDROSHIP-M5-A
medium/qr_A_m4_medium_004.png,medium,0.55,4,116,4,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.468,1.1002,1.0723,53.6833,188.7996,0.2073,1.76,1.4542,2.1403,2.4044,0.4851,2.1263,5,1.6,True,True,raw,HYDROSHIP-M5-A
medium/qr_A_m4_medium_005.png,medium,0.55,4,116,5,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.4553,1.0554,1.0669,50.5981,208.4581,0.2007,2.0271,1.4062,2.0377,2.3563,6.1728,2.7894,5,1.5826,True,True,raw,HYDROSHIP-M5-A
medium/qr_A_m4_medium_006.png,medium,0.55,4,116,6,A,HYDROSHIP-M5-A,backscatter|blur|color|ripple,0.5301,1.035,1.1358,52.3932,192.0121,0.2209,1.9465,1.393,2.1179,2.3142,4.677,4.2163,5,1.5933,True,True,raw,HYDROSHIP-M5-A
